temperature,pressure,vibration,failure
109.8749988412843,49.91570663026992,9.144370729615277,1
110.29035783722465,21.759724615634727,8.507397256047419,1
50.61984977268835,76.14507167798911,2.6037183677911377,0
86.31076003269402,27.37001974318654,0.9001231534847554,0
61.1567250493156,25.07640509572397,3.5729908750485198,0
50.98111373124906,24.279138117558606,6.935687955071778,0
74.74057049569676,45.98417021130224,4.214223021933162,0
61.77825297757115,58.09490062518107,4.223275823144174,0
71.14770777076711,37.32370488265043,8.167695288164456,1
62.131236595888176,79.0354732233794,9.795900603273447,1
61.89415037375753,55.94982722374646,6.510359724033047,0
101.21728326796779,21.051193131837028,3.0299499490067507,1
83.27574247566903,76.94291247777991,4.7657718031865945,0
112.94997361167785,58.34453562661483,6.519547329556731,1
106.18932746917957,61.658604675803396,8.578845007954975,1
67.04599098329737,33.293999266949335,5.314021357624402,0
77.4259565705384,34.23843274818664,9.849603613133462,1
69.54037823220298,48.90494052275369,8.83326717369889,1
93.92285571643994,77.65661654926548,2.9878568045728002,0
61.95045691238161,45.74215808582959,8.162367518194197,1
84.8987065694898,25.770466692862954,0.5039666935853704,0
70.59120423221384,25.167206129834277,6.012021644283721,0
73.78241417700445,29.810668379710663,7.933038358460451,0
63.27205264404928,66.6023355009924,8.15381781281221,1
112.40413364841694,46.16852464894508,8.849642815965739,1
103.87805479065618,73.94226036608728,5.86924570393751,1
98.28817069455592,68.44487787394166,8.834568918743615,1
85.43568926012229,31.65315342061868,1.3930756713650339,0
63.863246905749904,76.69829835016986,1.4262992868992108,0
94.0576901591713,45.295079381510064,1.8009641809715415,0
69.397063398211,43.96174522368294,1.8047852137284548,0
109.4065972915568,34.4707728201236,9.308803010032676,1
73.06578665553013,54.70012910836669,6.385098360827245,0
97.32688185532461,45.50951680617784,5.237497033628491,0
117.2108468833441,24.479511947035178,7.0567616912005695,1
50.241641596053945,62.30749334033286,0.012654577686681545,0
82.88458187561582,67.98246734855167,8.343978818920853,1
66.52015798908923,60.01491244841557,8.912908978605515,1
111.85709613068244,42.291879049612035,0.8870555029784866,1
79.72986055009311,72.92333606408044,2.7273960129990726,0
73.1125706720749,26.71023745307068,9.498414973139536,1
64.44665023221171,66.48075498559484,6.053333848965502,0
118.87244893763561,21.259271027478913,9.325675011492416,1
80.33935920249122,64.84822795506646,9.089960613962218,1
79.8542805664758,76.38233712382743,3.9460807701942233,0
113.40335175593236,50.098016450381294,1.9462007855534857,1
102.48258918629432,42.31226274759735,4.914164750485312,1
81.34737425968186,62.3465210019746,9.717036114061438,1
63.4109026703141,76.36827089954099,6.457013318964981,0
114.80736066843363,40.854269573307334,9.765381439042265,1
103.79161928876269,55.718504825658705,6.575143452032486,1
96.97276621824044,40.16408214046466,8.318192663142637,1
87.38519141249198,45.23057569809998,9.84558685292933,1
103.96602237869554,35.73541857111687,8.160020124544298,1
81.32657468486974,54.42958687054664,3.17763887187535,0
50.74759407899285,28.45978577860845,0.2677551978774051,0
80.29260824782509,25.60438682047429,7.837467685739485,0
84.34437764790707,55.12030238182997,4.00591821932922,0
86.66895863291226,37.21756772505232,8.391763713754624,1
118.89518745248454,60.96226755128445,3.548478852687005,1
75.4601600843618,74.11261506849998,1.9068138247970534,0
98.70610348328208,25.498193408382612,6.509095228190688,0
52.69875524740249,40.66248354657303,1.8636680348749923,0
117.82947166659818,69.66334705154917,9.082476885031497,1
59.68980032725426,63.06250171800265,0.6360692030731652,0
55.72403247585535,23.341179512267182,7.4695970235856235,0
99.46812620992637,25.591214058788843,7.836744281150805,0
91.1196299511206,55.39119809905779,6.572967067742093,0
74.32955759846703,49.71612658070241,1.6955392146990422,0
98.83006412305929,38.092045193138865,7.643530379433025,0
110.88652880075111,52.119881304808615,6.71997588954866,1
62.36286240785623,66.24074362815884,9.348847183205846,1
101.13303404040994,76.65146817304904,3.6922150228781225,1
58.597390275019094,22.69198151511435,5.806175448236036,0
85.71953821227267,36.943942095208904,0.8856396382687559,0
93.56894215644057,73.40378907184498,5.59854681984846,0
107.22507228677293,39.854779101520535,5.486502644769629,1
73.92237872967326,53.10080544249878,4.722249019010528,0
79.07335021840046,46.62222224400633,0.8949520000161526,0
97.97428634708929,48.751637978415445,5.548357395032346,0
86.88757968114014,30.14767427927764,6.829544333964471,0
108.91238685123616,57.136375607639856,3.8410771119799825,1
64.94667302400491,76.36403196277696,7.1189108702167,0
65.64441173885645,23.31578201015977,6.4967227006459005,0
110.58323702462138,47.197267579324276,4.543672536037958,1
67.68883948220369,71.13629152896513,8.925906704454901,1
74.44984959745973,78.94367927162037,7.207409421866439,0
104.31676901782527,62.00410344455928,7.970634024204467,1
115.14111430034642,78.96187129740339,8.382418940575157,1
52.3141714777977,45.424454900820024,2.1624491076519003,0
85.62265293306712,38.687818441052244,7.113314441452347,0
96.61432790384532,20.130219309362317,6.76057759910872,0
98.57200258561656,59.4458493839431,5.87959319613165,0
90.24421153795572,55.583174582497385,4.2509189389106705,0
70.03944799651231,65.35228509437812,3.9955025789979084,0
98.7214906247207,28.269440199194964,1.0633662985418801,0
94.90105767554685,47.3625458869292,0.33584419116038156,0
117.04245568153196,59.06588002360321,9.112529745742325,1
86.91163124371373,24.04893972855465,8.527407517320405,1
90.92052452478296,69.51827031186323,1.4008010110894065,0
79.90300199307605,66.61863931919852,2.8957468172530088,0
56.16986531388044,52.487087001135805,2.3218627887948893,0
101.73349895758442,20.850626166778454,5.765545844115096,1
60.701888509329066,33.36293378705557,0.25360336937922945,0
94.64406398024978,42.54040174920814,4.353128056312936,0
88.39041798210783,61.99541564135436,7.184016894889508,0
79.09275498969123,41.7173772353489,9.857450408922459,1
68.10128952538096,69.3884797125748,0.0410882748699648,0
69.34402731471167,60.97129002257141,3.6541316631343834,0
51.809867873983926,26.303073200939608,0.14766609527827046,0
106.49629657283049,67.41255194134462,9.975665716484896,1
65.45627956666462,33.72782309460999,8.366903423068692,1
85.94382967018444,66.67923750631746,7.116575260745433,0
85.46519138500365,39.265566571116864,3.371828614357785,0
81.55773831824865,33.71946230951575,8.525560210470202,1
114.4561332392258,63.34515706212591,9.25066104289629,1
93.30985196180072,22.56616690006731,4.740111878112719,0
96.96985369024921,22.340217910920497,4.453767626181406,0
97.24451807793719,49.894151226579254,9.679941179466319,1
109.73262245799211,37.01488838252447,6.821796835229899,1
97.48721908287007,43.254595634681934,5.903242475632186,0
104.98917319913583,55.349172852843054,3.6313826807549123,1
79.11111894480314,55.92999033980903,1.3078775912328322,0
58.781242045699315,30.568088813506524,1.8865618849505927,0
112.66052206704829,47.93190122925224,0.6403376374784187,1
93.58550548469915,20.02600731520896,9.380495854967073,1
73.88358152694127,31.592788325790806,3.322050871573019,0
56.601564553662776,25.974048617381595,0.04220642737871261,0
102.2208915190595,68.63286133904884,3.465723093048335,1
76.62192157277032,68.39558712101888,4.43373532562264,0
66.76929141159783,73.8460616019926,8.876929021920725,1
98.07153417135495,21.077255251305075,7.005368813356871,0
87.63843730916372,71.81250258358119,8.914541401506112,1
66.2453954575771,38.79563666796131,4.686502660214732,0
67.58524281353061,51.65985112138226,6.138628399152616,0
87.60690636840832,29.633103932970094,6.7959372197732275,0
82.16774774926834,71.56758110016588,2.9661790196419737,0
61.151660825646815,61.41381837475114,7.226030823111977,0
105.83530458928692,75.37314742465193,8.716980003410768,1
106.26915171026124,22.298232655993896,6.077862013152997,1
52.878775365428794,50.41176342544231,0.7173299308095071,0
107.3183899119191,45.3839326672709,2.9213183954433397,1
68.37259389594861,54.57108141921062,6.938615404940293,0
101.80386327573305,79.0881582965341,2.8035418756343233,1
116.95696899461315,45.48555969442285,4.427238402631357,1
108.31315934479437,28.65717776390806,5.590830221927416,1
100.64842094562727,77.34889787328817,7.995792536872789,1
76.97698527637776,56.69417267459545,1.8441489676817968,0
92.49017177027318,76.07665297870167,9.421136257070119,1
75.1419652914683,65.33896497218552,9.447319307658143,1
111.62563655119601,40.050552254846096,8.799545704306999,1
64.89419755017872,68.87623431306258,2.2395264085696622,0
90.09717727611422,45.58856977800749,8.435207649132948,1
